"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/refs_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/refs.csv?datainfo&rowcount&base_name=brachiopoda&select=taxonomy"
"Access Time","Tue 2017-11-07 07:33:38 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","brachiopoda"
"","ref_type","taxonomy"
"","taxon_status","all"
"Elapsed Time","1.46"
"Records Found","1982"
"Records Returned","1982"
"Records:"
"reference_no","record_type","ref_type","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","language","doi"
"34567","ref","auth,class","N. W.","Archbold","","","","1988","Brachiopod taxonomic names, in Brachiopods and bivalves of Kungurian (late Early Permian) age from the top of the Coolkilya Sandstone, Carnarvon Basin, Western Australia","Report - Geological Survey of Western Australia","","23","","1","15","journal article","English",""
"42431","ref","auth,class","N. W.","Archbold","","","","1981","Quinquenella magnifica sp. nov. (Chonetidina, Brachiopoda) from the Permian of Irian Jaya, Indonesia: a study of the ontogeny of a chonetid brachiopod","Geological Research and Development Centre, Paleontology Series","","2","","27","34","journal article","English",""
"27476","ref","auth,class","N. W.","Archbold","S.T.","Barkham","","1989","Permian Brachiopoda from near Bisnain Village, west Timor","Alcheringa","","13","","125","140","journal article","English",""
"33426","ref","auth,class","N. W.","Archbold","P. R.","Bird","","1989","Permian Brachiopoda from near Kasliu village, West Timor","Alcheringa","","13","","103","123","journal article","English",""
"43674","ref","auth","N. W.","Archbold","G. A.","Cisterna","","2007","Pericospira name, in Spiriferoidea (Brachiopoda) from the Early Permian Del Salto Formation of Argentina","Alcheringa","","31","","11","14","journal article","English",""
"29164","ref","auth,class","N. W.","Archbold","M.","Gaetani","","1993","Early Permian Brachiopoda and Mollusca from the northwest Himalaya, India","Rivista Italiana di Paleontologia e Stratigrafia","","99","1","27","56","journal article","English",""
"27340","ref","auth,class","N. W.","Archbold","T.","Hogeboom","","2000","Subsurface Brachiopoda from borehole cores through the Early Permian sequence of the Carnarvon Basin, Western Australia: correlations with palynological biostratigraphy","Proceedings of the Royal Society of Victoria","","112","1","93","109","journal article","English",""
"27744","ref","class","N. W.","Archbold","S.C.","Shah","J.M. Dickins","1996","Early Permian brachiopod faunas from peninsular India: their Gondwanan relationships","Historical Biology","","11","","125","135","journal article","English",""
"18939","ref","auth,class","N. W.","Archbold","G. R.","Shi","","1993","Aktastinian (Early Artinskian, Early Permian) brachiopods from the Jimba Jimba Calcarenite, Wooramel Group, Carnarvon Basin, Western Australia","Proceedings of the Royal Society of Victoria","","105","2","187","202","journal article","English",""
"27338","ref","auth,class","N. W.","Archbold","T.","Simanauskas","","2001","New Strophalosiidae (Brachiopoda) from the Permian of Argentina","Proceedings of the Royal Society of Victoria","","113","2","217","227","journal article","English",""
"37891","ref","auth,class","N. W.","Archbold","T.","Singh","","1993","Systematic palaeontology, in Brachiopoda from the Early Permian of the eastern Himalaya","Alcheringa","","17","","55","75","journal article","English",""
"29683","ref","class","N. W.","Archbold","R. H.","Swart","J. M. Dickins","1996","Permian fossil marine invertebrates from the Northern Territory described by Robert Etheridge Junior","Proceedings of the Royal Society of Victoria","","108","2","63","71","journal article","English",""
"10520","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1985","Permian Spiriferellinae (Brachiopoda) from Western Australia","Alcheringa","","9","1","35","48","journal article","",""
"27308","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1986","Neospirifer and Trigonotreta (Spiriferida, Brachiopoda) from the Permian of Western Australia","Alcheringa","","10","","125","161","journal article","English",""
"27430","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1985","New genera of Western Australian Permian Spiriferidae (Brachiopoda)","Alcheringa","","9","","269","292","journal article","English",""
"27556","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1984","Permian Elythidae (Brachiopoda) from Western Australia","Alcheringa","","8","","311","326","journal article","English",""
"27672","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1987","Fusispirifer (Spiriferidae, Brachiopoda) from the Permian of Australia and Afghanistan","Alcheringa","","11","","175","203","journal article","English",""
"27931","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1993","Imperiospira, a new Western Australian Permian Spiriferidae (Brachiopoda)","Memoirs of the Association of Australasian Palaeontologists","","15","","313","328","journal article","English",""
"27933","ref","auth,class","N. W.","Archbold","G. A.","Thomas","","1986","Permian Ingelarellidae (Brachiopoda) from Western Australia and Argentina","Journal of Paleontology","","60","3","581","605","journal article","English",""
"27373","ref","auth","J.","Armstrong","","","","1970","Queensland Permian species of the spiriferid brachiopods Punctospirifer and Cleiothyridina","Memoirs of the Queensland Museum","","15","","315","321","journal article","English",""
"27376","ref","auth,class","J.","Armstrong","","","","1970","Syringothyrid brachiopods from the Permian of eastern Australia","Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen","","136","2","135","165","journal article","English",""
"28046","ref","auth","J.","Armstrong","","","","1968","The unusual brachial skeleton of Attenuatella convexa sp. nov. (Brachiopoda)","Palaeontology","","11","5","783","792","journal article","English",""
"610","ref","auth,class","R. A.","Astini","J. L.","Benedetto","","1992","El ,Ashgilliano tardio (Hirnantiano) del Cerro la Chilca, Precordillera de San Juan, Argentina","Ameghiniana","","29","3","249","264","journal article","Spanish",""
"17254","ref","auth,class","F.","Atrops","Y.","Alméras","","2005","Les Brachiopodes du Callovien de l'Ouarsenis (Tell algérien): paléontologie, biostratigraphie et paléoenvironnements","Revue de Paléobiologie","","24","2","563","595","journal article","French",""
"42023","ref","auth,class","D. Y.","Ayzenverg","","","","1985","New Chonetids from the Carboniferous of the Donets Basin","Paleontological Journal","","19","4","46","53","journal article","English",""
"6322","ref","auth,class","B. G.","Baarli","","","","1995","Orthacean and strophomenid brachiopods from the Lower Silurian of the central Oslo Region","Fossils and Strata","","","39","1","93","serial monograph","",""
"52248","ref","auth,class","B. G.","Baarli","","","","1988","The Llandovery enteletacean brachiopods of the central Oslo region, Norway","Palaeontology","","31","4","1101","1129","journal article","English",""
"6308","ref","class","B. G.","Baarli","H. B.","Keilen","M. E. Johnson","1999","Silurian communities of the Oslo Region, Norway","Paleocommunities--a case study from the Silurian and Lower Devonian","A. J. Boucot and J. D. Lawson","","","327","349","book/book chapter","English",""
"52941","ref","auth","L. I.","Babanova","","","","1966","New data on the species composition of Brachiopoda from the Jurassic deposits of the eastern part of Mountain Crimea","Paleontologicheskiy Sbornik","","3","1","28","35","journal article","Russian",""
"41985","ref","auth,class","K. A.","Badyrka","M. E.","Clapham","S. Lopez","2013","Paleoecology of brachiopod communities during the late Paleozoic ice age in Bolivia (Copacabana Formation, Pennsylvanian-Early Permian)","Palaeogeography, Palaeoclimatology, Palaeoecology","","387","","56","65","journal article","English",""
"52684","ref","auth,class","J. F.","Baeza-Carratalá","","","","2011","New Early Jurassic brachiopods from the Western Tethys (Eastern Subbetic, Spain) and their systematic and paleobiogeographic affinities","Geobios","","44","","345","360","journal article","English",""
"52683","ref","auth,class","J. F.","Baeza-Carratalá","F.","García Joral","","2014","Crural bases position as a structural criterion for supraspecific diagnosis of Early Jurassic zeilleriid brachiopods","Acta Palaeontologica Polonica","","59","","651","661","journal article","English",""
"60792","ref","auth,class","J. F.","Baeza-Carratalá","M. O.","Manceñido","F. García Joral","2016","Cisnerospira (Brachiopoda, Spiriferinida), an atypical Early Jurassic spire bearer from the Subbetic Zone (SE Spain) and its significance","Journal of Paleontology","","90","","1081","1099","journal article","English",""
"50604","ref","auth,class","J. F.","Baeza-Carratalá","B.","Sepehriannasab","","2014","Early Jurassic (latest Toarcian) brachiopods from the northeastern margin of the Western Tethys (Central Iran) and their paleobiogeographical significance","Geobios","","47","","3","17","journal article","English",""
"44259","ref","auth,class","J. F.","Baeza-Carratalá","A.","Vörös","A. Dulai, J. E. Tent-Manclús","2011","Brachiopod assemblages from the Early-Middle Jurassic transition in the Eastern Subbetic (SE Spain): Systematic and palaeobiogeographic implications and palaeoenvironmental significance","Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen","","262","","171","197","journal article","English",""
"26450","ref","auth,class","P. G.","Baker","","","","2005","A new lacazellin thecideoid brachiopod from the Middle Jurassic of the Cotswolds, England","Palaeontology","","48","6","1311","1319","journal article","English",""
"43374","ref","auth,class","P. G.","Baker","","","","1983","The diminutive thecideidine brachiopoda Enallothecidea pygmaea (Moore) from the Middle Jurassic of England","Palaeontology","","26","","663","669","journal article","English",""
"55832","ref","auth,class","P. G.","Baker","","","","1989","Evaluation of a Thecideidine Brachiopod From the Middle Jurassic of the Cotswolds, England","Palaeontology","","32","1","55","68","journal article","English",""
"55579","ref","class","A.","Baliski","","","","2012","The brachiopod succession through the Silurian–Devonian boundary beds at Dnistrove, Podolia, Ukraine","Acta Palaeontologica Polonica","","57","4","897","924","journal article","English",""
"23475","ref","auth,class","A.","Balinski","","","","1995","Brachiopods and conodont biostratigraphy of the Famennian from the Debnik anticline, southern Poland","Palaeontologia Polonica","","54","","3","88","serial monograph","English",""
"30454","ref","auth,class","U.","Balthasar","N. J.","Butterfield","","2009","Early Cambrian ""soft-shelled"" brachiopods as possible stem-group phoronids","Acta Palaeontologica Polonica","","54","","307","314","journal article","English","10.4202/app.2008.0042"
"32747","ref","class","U.","Balthasar","C. B.","Skovsted","L. E. Holmer, G. A. Brock","2009","Homologous skeletal secretion in tommotiids and brachiopods","Geology","","37","12","1143","1146","journal article","English","10.1130/G30323A.1"
"3813","ref","class","E. W.","Bamber","J.B.","Waterhouse","","1971","Carboniferous and Permian Stratigraphy and Paleontology, Northern Yukon Territory, Canada","Bulletin of Canadian Petroleum Geology","","19","1","29","250","book/book chapter","",""
"53225","ref","auth,class","B. B.","Bancroft","","","","1949","Welsh Valentian Brachiopods and the Strophomena antiquata Group of fossil brachiopods","","","","","1","16","book","English",""
"54463","ref","auth","B. B.","Bancroft","","","","1928","The Harknesellinae","Memoirs and Proceedings of the Manchester Literary and Philosophical Society","","72","","173","196","journal article","English",""
"27824","ref","auth,class","V. V.","Baranov","","","","2007","New Devonian Brachiopods from Northeastern Russia","Paleontological Journal","","41","3","252","259","journal article","English",""
"54392","ref","auth,class","V. V.","Baranov","R. B.","Blodgett","","2015","Revision of the rhynchonellid and atrypid brachiopods from the lower Pragian (Devonian) of Southeast Alaska (Heceta Island)","Bulletin of Geosciences","","90","1","21","32","journal article","English","10.3140/bull.geosci.1494"
"58312","ref","auth,class","V. V.","Baranov","R. B.","Blodgett","","2016","Two New Brachiopod Genera from the Lower Pragian (Lower Devonian, Soda Creek Limestone) of West Central Alaska","Paleontological Journal","","50","1","34","40","journal article","English","10.1134/S0031030116010020"
"31710","ref","auth,class","V. P.","Barchatova","","","","1968","Horridonidae","Novye Vidy Drevnikh Rasteniy i Bespozvonochnykh SSSR","","2","","98","100","book/book chapter","Russian",""
"31711","ref","auth,class","V. P.","Barchatova","","","","1968","Spiriferellidae, Brachythyrinae","Novye Vidy Drevnikh Rasteniy i Bespozvonochnykh SSSR","","2","","160","167","book/book chapter","Russian",""
"52345","ref","auth,class","W.","Barczyk","","","","1979","Brachiopods from the Jurassic/Cretaceous boundary of Rogoznik and Czorsztyn in the Pieniny Klippen Belt","Acta Palaeontologica Polonica","","29","2","207","214","journal article","English",""
"48607","ref","auth,class","J.","Barrande","","","","1879","Classe des Mollusques. Ordre des Brachiopodes","Systême silurien du centre de la Bohême. Iére partie. Recherches paléontologiques","","5","","1","226","serial monograph","English",""
"15730","ref","auth","C.","Barrois","","","","1889","Faune de Calcaire d'Erbray (Loire Inférieure)","Mémoires de la Société Géologique du Nord, Lille","","3","1","1","348","journal article","French",""
"883","ref","auth","M. I.","Barskova","","","","1988","New Lower Cambrian mollusks from the Koluma Uplift","Paleontological Journal","","22","1","98","104","journal article","",""
"53605","ref","auth,class","M. G.","Bassett","","","","1974","The articulate brachiopods from the Wenlock Series of the Welsh Borderland and South Wales. Part 3","Monograph of the Palaeontographical Society London","","128","541","79","122","serial monograph","English",""
"55421","ref","auth","M. G.","Bassett","","","","1977","The articulate Brachiopods from the Wenlock Series of the Welsh Borderland and South Wales, 4","Palaeontographical Society Monographs","","130","547","123","176","serial monograph","English",""
"6126","ref","auth,class","M. G.","Bassett","L. R. M.","Cocks","","1974","A review of Silurian brachiopods from Gotland","Fossils and Strata","","","3","1","56","serial monograph","",""
"15733","ref","auth,class","R. S.","Bassler","","","","1915","Bibliographic index of American and Ordovician fossils","United States National Museum Bulletin","","92","","1","718","journal article","English",""
"174","ref","auth,class","D. E. B.","Bates","","","","1969","Some early Arenig brachiopods and trilobites from Wales","Bulletin of the British Museum of Natural History","","18","1","1","28","journal article","English",""
"62532","ref","auth","D. E. B.","Bates","","","","1968","The Lower Palaeozoic brachiopod and trilobite faunas of Anglesey","Bulletin of the British Museum (Natural History), London, (Geology)","","16","4","125","199","journal article","English",""
"18475","ref","auth,class","L. S.","Batrukova","","","","1969","Novye devonskie lingulidy i discinidy Russkoi platformy","Vsesoyuznyi Nauchno-Issledovatelskii Geologo-Razvedochnyi Neftyianoi Institut, Trudy","","93","","59","77","journal article","English",""
"61207","ref","auth,class","J. E.","Bauer","A. L.","Stigall","","2016","A combined morphometric and phylogenetic revision of the Late Ordovician brachiopod genera Eochonetes and Thaerodonta","Journal of Paleontology","","90","5","888","909","journal article","English","10.1017/jpa.2016.56"
